text,Label
kalo kaini masyarakatnya nang rugi,0
mudahan dapat jalan baik baik lah jangan ada kakarasan maimbahi jalan dunia lawan akhirat,0
takajutnya sampai tujuh tahun,0
ngini nang manyuburakan golput sabujurnya sakalian duit politik kalo dasar kita ampun wakil rakyat lawan pejabat saharusnya buhannya marasa lawan kondisi jalan hampir disabagian ganal jalan tanah bumbu,0
kada ditambang haja nang nyata tiap hari pakai jalan negara angkutan samin cina mangganggu banar,0
pabila jua kita ada pamimpin nang baik ka rakyat,0
anehnya hanyar sadar wayahini,0
sewa dronenya kaka,0
yah mudahan kada manjadi wacana malakukan pambanahan lawan bantuan warga sakitar nang dirugiakan,0
rakyat kada kawa babuat napa tapi kaina satiap gawian nang buhanmu lakuakan kada adil allah swt musti minta patanggung jawaban bulih lah bubuhanmu samena mena dunia lantaran buhanmu ada jabatan samantara kami rakyat kada rela akan kalakuan buhanmu sampai jumpa di pangadilan,0
fotonya di bawah jalan pt tia di blok f sebambam tanah bumbu ngini,0
umpat takajut jua,0
matan dahulu dah kandal upetinya,0
tutup mata haja jar salagi aman,0
aku kada umpat komentar disariki mamaku,0
takajut aku,0
kada di situ haja matan wilayah binuang ada jua truck ob warna orange malalui jalan provinsi sampai ka tanjung bulang bulik,0
ngini jar urang ngarannya lah saurang dapat baranya gakakaka,0
mudahan jalanan ka tanah bumbu kawa mulus lawan awet,0
biasanya kalo urang pangajutan tuh matinya gin takajut,0
takajut napa bedanya lawan kaget,0
imbah suda linyak hanyar takkajut ya kah min,0
sewa kamera Banjarbaru kaka,0
panjajahan di atas muka bumi musti dihilang hilangi napa kah lawan kayapa kah bentuknya tamasuk tambang nang maulah rusak jalan sampai hilang dataran tinggi nang barakibat ka karusakan tatanan lingkungan sampai banjir malanda,0
takajut kamana haja tinggal dimana pang pejabatnya tatap di kantor haja bos sakakali bakuliling daerah wilayah pemerintahan pang anak buahnya kamana talinga kamana matanya kamana hanyar bangun wahini ilmu pendidikan kada usah tinggi tinggi kalo kadada gunanya,0
kanapa sama takajutan,0
padah haja buhan pian kada wani manindak buhan truk batu bara sama ai maulah hual lawan buhan bos bos batu bara buhan bos batu bara di sana pulang lain urang babarang,0
takajut aku nah,0
takajut kakaitu ah kada takajut banar,0
aku takajut,0
hah aku takajut,0
rakyatnya bisa manikmati dabu batu baranya haja,0
tolong dilihati jua jalan hauling pt ai disatui tanah bumbu salain manjadi jalan angkutan batu bara pt ai jua marupakan akses utamapalintasan warga desa sejahtera mulia lawan bukit hanyar di kacamatan Satui kadadanya jalur khusus gasan warga malintas maulah jalan ngintu rawan banar kacalakaan balum lagi dabu tabal lawan jalan licak lawan licin pas hujan maulah bahaya pangandara umum banar mohon diparhatiakan,0
maigau kah napa hanyar bangun guring,0
gunaakan sabagai petugas atau panindak diwadah gunaakan anggotanya samaksimal mungkin bila kada kawa anggarakan biar rajin buhannya supaya jalan umum kada digunaakan trak tambang atau kalapa sawit kalo rancak dilakuakan patroli atau razia kamungkinan supir macal kawa ditindak atau ditilang,0
jalan pada rusak lawan balubang lubang lantaran truk ganal lawan barat barat biar hanyar diaspal hancur pulang,0
bujur garang takajut ,0
kalimat lawak pagi ngini kami juga takajut,0
aku jua takajut batahun tahun kanapa bisa dijadiakan pambiaran heran hanyar wahini hebohnya sudah saatnya pemimpin pemimpin daerah bujur bujur malihat dibawah banyak kada saimbang baik jalan atau nang lainnya kada saimbang lawan nang nyata di lapangan tapi koler kita bapandir disini kada barapa lawas tukang bakso lalu kaina intinya minta tolong pemimpin pemimpin di kalimantan umumnya musti tegas lawan wani mambela rakyatnya daripada mambela perusahaan kalo kompak barataan perusahaan perusahaan nang ada di kalimantan pasti tunduk lawan aturan aturan daerah nang labih satuju ka rakyat,0
gasan buhan nang penting sudah babagi jatah ormas lawan aparat ya imbah truk musti lancar jaya,0
perusahaan setahu aku manyewa angkutan lawan jalan hauling haja jadi anyak ada bayar gasan angkutan hauling lawan jalan ngintu,0
nang cuma takajut haja,0
tindak,0
ngini jar papatah urang makan buahnya saurang dapat gatahnya urang nang sugih masyarakaat banyak nang dapat musibahnya,0
tinggal manunggu banjirnya haja lagi,0
nah bujur ngintu,0
kanapa hanyar abut wahini radar kamana haja yo,0
lawas banar sudah anu ai,0
rahasia umum sudah mana pemda wani managur kacuali habarnya naik ka media hanyar abut klarifikasi alasan ngini lah ngintu lah,0
akhirnya disorot jua,0
sudah puluhan tahun kamana haja,0
paraturan gubernur kalsel jalan negara kada boleh dilalui perusahaan batu bara lawan perusahaan kalapa sawit jadi taati aturan dulu kada usah banyak alasan,0
bah ai sudah lawas ai dah tu sabarataan tagantung kawanian sama kategasan pimpinan daerah saurang saurang haja lagi mun nang mimpin wani tegas jalan nasional kada dilalui aman haja jalan kada hancur kada usah banyak pandir kita ni langsung haja kategasan di lapangan sanksi mun pakai jalan nasional apalagi sampai marusak ditunggu aksinya langsung,0
bahamu sakitar masyarakat manambang liar jua min jadi jalur banyu nang mustinya sudah diatur sasuai kaidah pertambang diatur jadi kada baguna nang mustinya manjadi rasapan banyu ngini manjadi kubangan banyu,0
nginilah oligarki,0
jalan rusak imbasnya ka masyarakat untungnya ka bos tambang,0
bawa bajoget haja jar,0
kami nang rakyat jelata ni paling bapikir buahnnya akan dapat karmanya,0
aih,0
kanapa hanyar takajutnya wahini,0
tanaga dalam,0
matan 2014 dahulu wtf kanapa hanyar wahini takajutnya salawasan ngini kamana haja mana fungsi pangawasannya kanapa hanyar didata wahini,0
lala,0
banjarsari,0
muha sidin unyu unyu lih sakalinya maling,0
sudah jadi rahasia umum didunia kontraktor hiwai kaitu sabujurnya barataan Indonesia kaitu matan presiden anggota dpr gubernur bupati wali kota camat lurah atau kapala desa sabarataan dapat biaya jaka ada proyek nang lain tatindih sial haja nang kana tangkap,0
guplah kusung kusung nah matian kalo barataan,0
bujuran maling,0
kira kira barapa tahun hukumannya ni lah ada lah dua tahun min kaya siapa yu nang burin batahun tahun haja cuma ampat tahun,0
jadi jangan batakun pabila indonesia jadi maju kada mungkin,0
hina banar hidup kaini,0
aku sabagai ratik lawan tahi larut umpat manyimak sampai tuntung,1
ngini nang katahuan kabupaten lawan kota lain di wakanda kira kira kaitu jua pamainannya lah,0
jabatan adalah amanah,0
hm,0
almarhum kasino kita indonesia kada kakurangan urang pintar tapi kakurangan urang jujur,0
mudahan kita sabarataan salamat dunia akhirat,0
uma ai lah,0
hukumannya sama lah lawan nang maling sapida yo,0
jaka tahanan korupsi ni unjuk ka arab saudi kadada lagi am nang wani makan duit rakyat,0
astaghfirullahaladzim mudahan indonesia amanah para pemimpin lawan kadaada lagi nang korupsi,0
nah kuning kalah pangaruh sama habang matan dari aziz syamsuddin lawan kapala daerah di sumatera jua matan golongan kuning padahal golongan habang gin kalihatan ada jua cuma buhannya labih aman lah,0
supan anaknya,0
masih kada percaya kalo nominalnya cuma seitu,0
martapura timur pambebasan jalan lawan bandara banjarbaru tolong dipantau bos ku,0
sasuai haja tikus tikus rigat,0
cek sampai kroni kroninya kalo kawa sekda sampai katua dprd nya,0
makanya sacara logika haja barapa gajih pejabat tu kanapa jadi hakun bamodal banar bila mancalon kada harapan kadada urang di dalam tangguk,0
ngini ku gawal wal ai,0
kada main pejabat kita padahal kalo dinilai matan panampilan lawan prilaku sidin ngintu agamis tapi pang,0
malika woy malika,0
hst hsu giliran siapa pulang,0
sudah kada hiran lagi makanya sebagian ganal urang nang mancalonakan diri pas pilkada pasti sudah ada target nang musti mambaliki modal lawan manumpuk kasugihan,0
sampai lima tahun palingan,0
mudahan jadi pambalajaran gasan kita sabarataan,0
mun handak hidup tanang tu gampang haja jangan malawan hukum bagawi sasuai koridor nang sudah ditantuakan,0
jangan di hsu haja kabupaten lain jua pang dipantau bapak ibu,0
maliki apanya malika pang nang pasti bakaluargaan buhannya,0
mandangari haja nah,0
jaka inggan nang dua walas milyar tu ba satop tantram am ngini handak lagi pang lalu lamas,0
imam maliki,0
erasyakan,0
mangandung iklan malika,0
mauknya amuntai ni,1
bagus gasan apa jua mamikirakan masyarakat,0
golkar kalo sidin leh,0
apakah ngini akhir dari prajurit dinasti mudahan kita barataan dijauhakan matan kalakuan keji lawan munkar jangan saling mahujat lantaran manusia barataan pasti ada khilaf anggap jadi pambalajaran gasan kita barataan supaya labih bahati hati dalam batindak lawan kada marugiakan urang lain tautama rakyat mudahan kita jadi urang nang amanah gasan gawian kita saurang saurang,0
mun sudah bahadapan lawan duit banyak godaannya jar,0
kada akan ada habisnya kasus kaini salawasan saurang saurang urang ada kaparluan nang bupati ada kaparluan mambuliki modal kampanye si kontraktor handak dapat proyek balum lagi pihak pihak lain di luar proyek nang handak mangamanakan proyek mancari tahu kamajuan proyek nang tantu haja hujung hujungnya duit sudah jadi lingkaran setan,0
kada umpat komen,0
gila dapatnya duit miliyaran kada ingat lagi kai lawan dosa api naraka bungas lawan pawanian koruptor,1
kapuhunan kai bupati padahal di hotel rancak manasehati pambakal hati hati masalah duit jar,0
baarti nang diuntungakan wabup nya wahini posisi wabup musti naik jadi bupati,0
hancur dinasty,0
kayapa ngini bung,0
nafsunya manusia kalo awaknya balum dibungkus kain kafan lawan ditimbun tanah,0
sakalinya korupsi kada dipengaruhi lawan pandemilah naik turun angkanya tapi nang pasti konsisten ada satiap tahun sudah ada usaha pencegahan kah ngini,0
sudah kutang guh,1
pabila koruptor dihukum mati,0
gocekan maut baujung penjara lamun duitnya sudah banyak,0
kawalah lagi bapander amun ditangkap,0
bagarak,0
dinasty mulai rubuh,0
aku masih ingat pas kampanye periode pamulaan jarnya dikantong kita ada saribu strategi gasan panarimaan hsu sampai habis jabatan periode pamulaan hsu kaitu kaitu haja lawan aku heran kanapa bisa tapilih lagi,0
cair,0
ulih pambagian kada rata,0
hm,0
innalillah,0
nasib haja sidin aku kurang cerdas dibanding gubernur wali kota bupati di kalsel,0
hm urang pintar tapi mamintari,0
biaya proyek masuk ka bupati atau papati kayanya barataan daerah kaitu rahasia umum ,0
kayapa daerah handak maju haur anggaran ditatal tarus,0
maling,0
sasuai konsep hsu mantap,0
langsung sugih kalo kada tatangkap,0
nah kaini pang hulu sungai kada berkembang,0
tembakakan batisnya pang gasan aingatan supaya kada kalah jua lawan jambret,0
jangan lagi ikam wahini lalu wa gin kawa masih malaporakan ka kpk,0
sudah jadi rahasia umum paruyak paruyek paruyik,0
lain kedelai tapi keledai hirang,0
maling,0
mustinya pakai songkok hirang atau peci kalo ditangkap kpk biar kalihatan sholeh atau biar kalihatan manjunjung Indonesia,0
nunggu rame dahulu,0
kalo pambangunan jalan atau jambatannya rapuh lantaran campuran kada sasuai nang disalahakan kontraktornya padahal mah duitnya sudah dipakai gasan bayar biaya badahulu,0
di tapin banyak badiri indomaret lawan alfamart kami sebagai padagang nang halus banyak kana imbasnya banyak nang gulung tikar lantaran sudah kada laku lagi,0
setuju hulu sungai memberdayakan padagang lokal jangan bariakan wadah gasan alfamart lawan nang lainnya,0
nang pasti gasan masyarakat nang handak batutukar ka pasar tradisional silahkan lawan gasan masyarakat nang handak batutukar ka alfamart atau indomaret nang silahkan kada usah diulah ngalih,0
hulu sungai dasar harat aku setuju banar kada meizinakan alfamart lawan indomaret masuk disitu maras warung warung halus,0
lain haram tapi jangan sampai rusak usaha waralaba mamatiakan padagang halus pribumi lawan ngini kahandak masyarakatnya,0
keren pang kebijakannya media lebay banar pakai kata haram,0
tanah bumbu jua daerah pagatan,0
ngini nang bujur supaya kada mamatiakan padagang halus napa untung ada alfamart lawan indomaret kami kami harap daerah nang kadada mart mart ngintu kada banyak duit koin saratus lawan dua ratus di Banjarmasin pacahan ngintu banyak baredar mangalihakan dompet takajal duit pacah,0
warung ngintu promonya nang gila gilaan modal ganal lawan ambilannya banyak jadi inya kawa banting harga labih murah maras warung warung halus mun sudah badua tu pasang promo,0
tamasuk berhasil pang min aku urang barabai tapi badiam di martapura pas bulik kampung samalam malihat di barabai pinda rami rami haja bajualan di pinggir jalan tamasuk sembako lawan nang lainnya lain lawan nang ada alfamart atau indomaret malah tarami,0
satuju banar lawan urang manjaga tradisi banua,0
aku ka alfamart lawan indomaret cuma bayar shopee kalo batutukar tatap di warung biassa mudahan jadi bahan partimbangan gasan mambuka kota ngintu gasan alfamart lawan indomaret martapura,0
tolong lah satu alfamart lawan satu indomaret sudah cukup lantaran di sini babarapa ada nang parlu ,0
sabar ai ,0
bagus itu pemkab hulu sungai aku satuju maras pangusaha halus amun masuk ka wadah ikam buhan sidin handak bausaha jua,0
jempol katuju bagus ngintu malindungi padagang halus kaya kami,0
kandangan aman,0
satuju min,0
satuju,0
istilah diharamakan handaknya diganti lawan kata kata nang labih manis lantaran tujuan kabijakannya tantu gasan malindungi warga disitu,0
alasan matan kabupaten tabalong dasar kada mamainan,0
bujur jangan sampai pangusaha lokal mati gara gara ritel ganal ni haja,0
mantap,0
harusnya pemerintah mambina padagang lokal gasan kawa berkembang maikuti perkembangan zaman jangan mamanjakan waralaba minimarket lawan mambari izin operasi balabihan lawan maizinakan waralaba ngintu buka sampai ka pelosok dipinggiran sampai dalam dalam kampung ada nang sabujurnya ngintu jatah padagang lokal sadar atau kada sadar manjamurnya waralaba mini market ngintu maulah sabagian ganal panghasilan padagang lokal barandah sampai tutup mustinya pemerintah  lawan perusahaan produk sampai distributor produk ada program gasan mamajuakan padagang lokal,0
di banjar kada kawa dihitung sudah saking banyaknya halat barapa meter jalan ada,0
aneh lah padahal larang pada di warung tapi banyak haja nang nukari bapikir jua kah ujar guru baik kita nukari ampun urang islam kawa gasan maungkusi anaknya sakulah munnya nukar buhan nang kaitu duitnya kita kada tahu,0
sakali haja izin dibulihakan buhannya kaina buka dimana haja kadada nang kawa lagi mambatasi,0
samustinya lain diharamakan tapi dipartimbangakan labih cucuknya min ai,0
kalo kadada alfamart lawan indomaret perekonomian rakyat manangah ka bawah kawa bangkit kaya halnya di kandangan urang urang dari gunung loksado turun ka kota masih ada nang batukar lawan kaparluan pokok nang lain kita kada bisa mahindari warung kelontong kaina bangkrut jaka ada alfamart lawan indomaret disabalahnya lantaran alfamart lawan indommaret ampunnya ulih pemerintah daerah hulu sungai nang manolak badirinya alfamart lawan indomaret ngintu bila masuk ka pasar pasar tradisional di daerah,0
sabaiknya kita batutukar di warung tatangga kita saurang lantaran kalo kita kanapa kanapa nang manolong badahulu ngintu tatangga kita,0
aku satuju banar bapadah marajai banar nang badua ngintu dimana mana maras padagang lokal satempat biarakan buhannya nang bakambang di banua saurang atau di negeri saurang,0
sadikit lebay istilah kata haram jaka masih balum dibulihakan ta baik jua didangar,0
oh ngini alasannya tajawab sudah takunan aku salawasan ngini kanapa di tabalong kadada indomaret lawan alfamart,0
alfamart bajual pakasam lawan iwak samu lah kalo nang dijual barang daerah bagus jua maningkatakan umkm jadi mambungkus kualitas lawan kabarasihan iwak tadi nang biasanya tahampar di jalan kawa ka nasional atau internasional mahayal dulu atau kawa jua kaina sapat karing dibungkus kaya wadai,0
mantap pemkab Hulu Sungai kaputusan nang bijak gasan kapantingan masyarakat cuma bahasanya mimin jangan pakai haramlah bulih malabih labihakan tapi tatap lihat kontennya minta rela min,0
mantap bravo hulu sungai,0
wah harat hulu sungai nih,0
bujur langkap saraba ada di warung a lawan I tapi maras jua warung lokal lawan warung biasa gasan manyambung hidup roda kahidupan masyarakat lokal tatap jalan,0
manurut aku ritel nasional kada masalah buka soalnya masalah harga masih murah di warung jua,0
sapakat ada baiknya sabalum di izinakan dilihat dampak positif negatiifnya tahadap kabaradaan ritel lawan pasar tradisional nang ada kabupaten tatangga tapin lawan balangan kawa dijadiakan acuan apakah efeknya negatif atau positif,0
parubahan zaman urang labih nyaman batutukar di minimarket ,0
sabaiknya dipartahanakan gasan kada dibukanya ritel nasional ngintu,0
aku satuju di hulu sungai kada mambariakan izin ka indomaret lawan alfamart supaya ukm di banua dapat bahinak,0
padahal target pasarnya lain kadang gin harganya kawa sadikit labih larang diritel napa jadi takutan nang ditakutani tu kaya si orange hujau tu nah ngintu nang marusak padagang lokal,0
asli salut lawan bupati lawan jajarannya padahal ada sawerannya tapi tatap kada ditarima harat harat,0
baik batutukar ka warung warung pinggir jalan lawan pasar tradisional ja,0
lain haram tatapi malindungi padagang halus nang balum siap basaing,0
di banjar ni tahu ai sudah kalo alfamart lawan indomaret ngintu labih larang dari minimarket biasa kacuali ada promo selingan haja pas singgah singgah ka alfamart,0
wah mantap  pang marangkul padagang bawahan,0
nang malainakan ya palayanannya takana dapat panjual nang panyarikan,0
nang penting warung warung jaga kualitas kabarasihan lawan palayanannya lawan nang mambungkus penting rancak cek kadaluarsanya lah jangan sampai nang sudah kadaluarsa masih di pajang,0
konsumen ngintu katujunya nang labih baik kada malihat ngaran atau wadahnya apa ngintu artinya watung atau ritel disitu nang dibaiki fasilitas lawan palayanannya cuma itu poinnya lain malah mambatasi sasuatu  nang kawa mambariakan nilai labih lawan tatap bapikir udik,0
kalonya handak dibuka sabaiknya dihinggani satu kecamatan cukup satu kalo malihat di banjarmasin nang manjamur bangat alfamart indomaret pangaruhnya cukup manurunakan panjualan minimarket ampun masyarakat disitu,0
aku batutukar di warung tatangga haja,0
asal jangan parak pasar haja pak warung tradisional pasti ada pasar saurang tapi kalo handak basaing buhannya bisa disubsidi pemerintah misal mambari masin kasir atau mancetak atau inovasi hanyar nang lainnya lagi pula indomaret lawan alfamart jua bantu paling kada mempekerjaakan masyarakat atau urang sakitar,0
tunggale ,0
hayu,0
jangan tagiur kauntungan nyaman lah mudahan lakas babulik duit korban korbannya,0
nyata ai kuitannya mamadahi kabaradaan anaknya mun kuitannya nang tasiksa di rumah  didatangi urang banyak silih baganti di rumah lantaran ulah anak maulah kuitannya sanggup badiam,0
kanapa kada mikir lah buhan korbannya ya mustinya dilihat dulu ekonomi buhannya sasugih apa lawan kasugihannya ngintu apakah baasal matan investasi kalo buhannya manawarakan investasi lawan kauntungan tapi buhannya saurang kada sugih ya kada masuk akal pang kacualiya sasugih doni salmanan misalnya nawari investasi ngintu hanyar masuk akal sama haja kaya ikam ditawari obat panumbuh rambut tapi nang nawari gundul kada masuk akal,0
kanapa bisnis investasi bodong tarus kajadian lantaran penegakan hukumnya lamah contoh kasus kayapa nang dimotori wira pradana lawan program igistnya walaupun sudah dilaporakan ka bareskrim jua palakunya malanggar bebas,0
nah itu pang talalu cinta dunia dapat mambutakan mata hati syekh abu bakar bin salim,0
hari ngini masih harap investasi bodong,0
maras buhan korban jaka tuh didoaakan nang baik baik haja mudahan lakas imbah pamasalahannya,0
tasalah dislide ampat tatulis jadi tiga belas juta adalah kaliru nang bujur adalah satu koma tiga juta atau satu juta tiga ratus ribu rupiah kami mohon maaf atas kakaliruan ngintu tarima kasih atas antensi ikam barataan,0
kalo baulah habar jangan balabihan min kalo kada tahu kisahnya jangan asal baulah kisah,0
salah man satu juta jadi satu koma tiga juta lain tiga belas juta ,0
haduh min kayapa habar nang dibari haja sudah kada bujur nominalnya jangan badusta lah nang disebar kesannya korban talalu bungul habar nang disebar salah tapi disebarakan intinya min ai mun habar kada jelas asal usulnya bujur atau kada jangan disebarakan dulu,0
habar nang tasebar salah satu juta lain jadi tiga belas juta tapi satu koma tiga juta korban kada bungul bungul bangat,1
duit sudah banyak masih haja handak dibunguli hen talukup kalo,0
handak untung banyak instan modal saadanya,0
sabujurnya lain tasangkanya nang pintar tapi iya ngintu lah,0
tagiurnya kauntungan banyak lawan urang kada dikenal lawan reputasinya sama haja dusta,0
lakas jara,0
nang masih jadi misteri kanapa masih ada nang harap kalo kauntungannya saitu baik inya minjam di bank,0
salut lawan urang tuha nang mambari tahu kabaradaan anaknya,0
sudah banyak baisi duit sampai ratusan juta handak miliaran pulang lawan cara instan lawak lalu sarakahnya,0
 hayu,0
talalu sarakah satu juta bisa ka tiga belas juta ngintu pakai pamikiran sehat kada pacang masuk caranya kayapa,0
masih haja ada nang kaini,0
zaman kaini masih haja ada nang kana tipu bangun woi bagawi bagawi mana ada duit datang saurang,0
sayang muhanya diburamakan jadi kada tahu palakunya,0
bungul,1
kadang bingung jua lawan masyarakat kita nih handak lakas tapi kada mau malalui proses masalah nang kaini sudah baulang kali  tajadi tapi tatap haja ada nang tejebak,0
investasi tuh musti dibawah naungan ojk izinnya jelas contoh inves saham aset ada lawan laporan kauangan kawa diakses,0
zabasa kah ni rif,0
acil bejogetan,0
manyupani tuan guru,0
handak tinggalam pulang saku,0
mambari supan mun sampaai direkam urang bajoget kaitu mana ada nang bakarudung,0
walaupun sakadar joget joget kaitu kada supan kah nang kaini hakun maulah bala bujur ai awalnya joget joget tahu lah mbah bajoget tu napa,0
waw kamajuan,0
kalo pina bala musibah kaina datang basabar sabar ai badahulu,0
balum kasini sudah ditutup ayu ramiakan kayapa pambakal,0
jangan kisah kada tahu nah,0
kayapa pandapat ikam,0
rusak,0
bagusan ai barangnya makin kancang makin harat,0
bujur banar min ai,0
cukupakan di kota haja gin ada thm lawan warung jablay,0
paris van java kadua,0
ampun ikam kah sodara,0
kanapa awaknya ganal barataan tobat bu acil umur sudah uzur,0
baju putih larang barang,0
takandalam apamnya,0
slide ka ampat aku malihat dana putih mancari Udin senso asaku gasan diumpatakan ufc,0
iful ada ikam divideo,0
mantap ada kamajuan jar,0
mudahan kada kajadian pulang,0
bajingseng,0
marasa sanang lah buhannya yu,0
religius apa habar warung jablay nang bahamburan di sapanjang jalan barabai ada nang baparakan lawan masjid ha pulang,0
asik,0
abah rayyan baca nah,0
fokus lawan acil nang hijab,0
meayak banar acil rasa anum masih,0
rasa iya ae sudah,0
pas kabanjiran hanyar ya allah di kisah nang bajoget tu cih,0
hanyar sabakas kasitu sudah handak tutup urang kada jadi am mandua bakasi,0
barabai kada handak kalah lawan banjarmasin lah kayapa kada sadih majlis masih tetap ngintu nang buka,0
kada pas di barabai ngintu alfamart lawan indomaret haja kada boleh buka apalagi nang joget joget kaitu aduh,0
siang kuitan bahuma malam anaknya anu,0
luar biasa,0
bakomentar lah lawan tutur kata nang baik lawan pikiran nang jarnih,0
usir haja mamuyaki ngintu,0
nang bahijab jaka baduduk haja pang kada nyaman dilihat kaitu,0
nah iya manyupani urang barabai haja nah,0
apam barabai kandal kandal lah,0
adul main min ada duit urusan lancar ampun maaf minta halal ridho,0
pasti suah kasitu nih,0
nah kasi nah pina musti nih mambawai ko lakas,0
miris aku malihatnya,0
padahaal di barabai tuh mun manyambut bulan mulud nih rami banar hen lo saikung haja maulah daur barataan,0
haus hiburan buahn barabai,0
nang bajoget acil tuha tuha,0
urang tu bapangantinan ba kibut organ tunggal musti ditagur jua sama pada ba jogetan biasanya ,0
nyata dah buhan ikam singgah kasini,0
jangan kada ingat basinggah,0
bujuran apam tabal,0
efek lawas kada ka hbi jar,0
siapa samalam nang maandak di itbx diskotik ada di barabai,0
ada kamar nya kah,0
mudahan dijauhakan dari sagala bala di bumi borneo tahun ini aamiin,0
tarik pir,0
kalo bujur rubuhkan haja bangunannya ulih ngintu adalah salah sauting pangudang bancana alam nang akan datang,0
ni nah nang viral ti,0
iya mungkin andakan wadahnya nang salah jaka di banjar bulih haja ngini di pahuluan nang takanal agamis ya kurang bagus maka diviralakan lagi,0
barat manyarang umat islam lawan tiga f fun kasanangan food makanan lawan fashion yaitu pakaian kalo sudah musik joget pasti lawas lawas kawannya minuman imbah tu zina lawan nang lain lain naudzubillahi minzalik,0
innalillahi tegerus jaman ulih aturan islam kada diterapkan dimana mana kada di kota di daerah wahini manuruti kiblat barat jangankan barabai di arab saudi haja wahini ada pantai riyadh nang mambolehakan barbikini musik lawan nang lain lain,0
resmi akan min maras inya handak jua kaya begal supaya gaol kaitu,0
kayapa,0
hilang adab lawan hilang ilmu lawan hidayah,0
astagfirullah acil acil bajilbab baik malayani laki lawan anak doi rumah cil ingat umur cil,0
urang asing talibat sakalinya lah,0
ayak wa ,0
bagian arab jua ampunnya,0
pagat urat supan,0
mudahan kita kawa maningkatakan ibadah aamiin,0
wow aku takajut,0
nah iya ni,0
marasnya ai,0
bala bangat kalo pina calap pu;ang tiya batangisan am,0
bajoget haja pang manurutku ngintu hiburan haja asal kada maksiat banar ai disitu,0
dugem syare pakai karudung,0
bujur tutu,0
protokol kasehatan hilang,0
partahanakan kota barabai pahuluan agamis jangan sampai ada lagi kaini dinas takait harus lakas batindak,0
kasaimbangan ngintu parlu,0
karamian acil acilnya kada sadar lagi pakai karudung si acil,0
lanjutakan jangan tatahu,0
suah kah,0
wow barabai sudah maju pesat wahini,0
wow luar biasa,0
dj rere kaina diundang,0
bujur jua kah,0
jarang nang ajep ajep biniannya ada nang bakarudung,0
saat suatu daerah atau wadah wadah sudah ada atau dibuka wadah maksiat maka allah akan manurunakan azabnya,0
rusak kampung,0
hm kalo banjir awal tahun samalam,0
dasar bujur jar guru zainuddin mz nang mabuk inya nang maksiat inya nang kana balanya sabarataan jadi mun urang managur tuh kada boleh sarik ngintu gasan kabaikan lawankanyamanan barataan jadi kalo ada nang tasalah musti diingat akan mun acuh barataan manusianya hancur pang dunia nih,0
warga negara asing nang mambuka usaha di indonesia lawan atas ngaran bininya nang wni kaitu kah min,0
mang mang aku mie bakuhup haja,0
handak ka banjar kajauhan jar,0
karamian nah kada nyaman dilihat,0
rami lagunya yan ,0
biasa haja ngintu hiburan lalu haja kanapa diributakan sarah haja sudah,0
tambahi lagi,0
modern bararti sudah hulu sungai,0
napa habar nang nyewa artis dangdutan nang jogetan nang bajunya kaya kada babaju napa habar nang takumpulan buhan manggaduk banyak lagi,0
kada nyaman maliat binian bahijab bajoget kaini,0
nang marusak ne pasti urang luar,0
ciri masyarakat barabai agamis rasa kada parcaya malihat mudahan pemkab barabai kada masuk angin sabalum ada kajadian nang kada dihandaki,0
bulih haja lah yu ba ilang kasitu mambawa tantaran hunjun,0
maka banyak tuan guru di barabai situ,0
biasa haja tu min ai bahiburannya nang diminum jus jusan jua,0
hantak kada nih,0
kada papa lah nambah imun,0
balum am kasitu sudah dibari sp iya haja warga nih mahaur haja kada kawa malihat urang bahagia,0
bala,0
maka kada basensoran harat banar,0
sudah maju banar lah banua,0
nang diminum jus sirsak maka disambat diskotik lah,0
kada jauh lagi wahini lah,0
di spbu kosong tarus kanapa dieceran kada kosong kanapa parmainan heran jua nang disalahi siapa spbu pelangsir pamakai motor kamahiran kamahiran nang sudah mandarah daging ngalih diubah,0
hakun dibunguli pelangsir,0
warga banua tapi tabalong kada tabuat,0
kaina kandaraan pakai energi listrik barataan,0
pelangsir marajalela disatiap pom kayapa kada habis,0
pamainan bubuhan tikus badasi,0
bbm langka tapi bingunng jua bubuhan nang ma ecer pina adaan haja,0
kayapa kada habis tarus patokannya di pertamina ja pangirim sasuai jadwal nang ditetap kan spbu lancar am,0
kalah lawan pelangsir tatawa pom habis minyak bbm jarak lima meter bajual bensin eceran,0
ahok mana ahok takunakan lawan ahok,0
iya di kotabaru aman pang,0
gara pemerintah mahapus bensin,0
kanapa lawan indonesia,0
setiap handak ngisi salalu ada pulang habis,0
ujar siapa tanah bumbu aman sama ja antri panjang lawan hibak pelansir kalo jenis solar,0
di spbu langkah bbm  didapat tapi pertamini atau eceran disabalah spbu bbm salalu tasadia bamacam jenis,0
ppkm lunggar kaini pang imbasnya,0
tadahulu pelangsir kayapa maka tahu banar buhan pelangsir minyak datang,0
ngini akibat talalu bebasnya pelangsir lawan kaya ada pambiaran dari aparat,0
awas ada mafia migas kalo pertamina handak buka bukaan musti taliti wilayah banjarmasin tabagi lima kecamatan spbu dalam kaadaan normal barapa nang wajib disalurakan pertamina ka masing masing kecamatan nang ada wadah spbu ngintu jadi info akan manjadi taliti apabila ada kacurangan matan pihak manapun kawa lakas taatasi kalo ternyata cuma gejala biasa jua kawa mananangakan warga banua,0
tolong di pantau pak ,0
